Model,Accuracy,AUC,Precision,Recall,F1,PRAUC,y_test,y_preds,y_probs,TrainLatency,TestLatency
XGBoost,1.0,1.0,1.0,1.0,1.0,1.0,"[      Y
0     0
1     1
2     0
3     0
4     1
...  ..
1995  0
1996  0
1997  0
1998  0
1999  0

[2000 rows x 1 columns]]","[array([[0],
       [1],
       [0],
       ...,
       [0],
       [0],
       [0]])]","[array([[3.0865072e-04],
       [9.8157150e-01],
       [6.1005827e-05],
       ...,
       [1.0135826e-04],
       [2.3807910e-04],
       [8.9225454e-05]], dtype=float32)]",0.01,0.0
